Sample,Host,Symbiodinium,ITS 2 type,Population,Sym09,Sym09,Sym11,Sym11,Sym14,Sym14,Sym17,Sym17,Sym67,Sym67,Sym92,Sym92,Sym87,Sym87,Sym88,Sym88,Sym66,Sym66
MC3_t4,Montipora,S. glynnii,D1-4-6,Pal,105,105,157,157,179,179,0,0,137,137,124,124,246,246,238,238,297,297
MC5_t0,Montipora,S. glynnii,D1-4-6,Pal,105,105,157,157,179,179,147,147,137,137,124,124,246,246,238,238,297,297
MC5_t4,Montipora,S. glynnii,D1-4-6,Pal,105,105,157,157,179,179,147,147,137,137,124,124,246,246,238,238,0,0
PA09_1,Pocillopora,S. glynnii,D1,Pan,105,105,151,151,179,179,157,157,140,140,128,128,254,254,230,230,0,0
PA09_10,Pocillopora,S. glynnii,D1,Pan,105,105,149,149,177,177,155,155,140,140,128,128,250,250,230,230,0,0
PA09_12,Pocillopora,S. glynnii,D1,Pan,105,105,151,151,179,179,157,157,140,140,128,128,254,254,230,230,0,0
PA09_14,Pocillopora,S. glynnii,D1,Pan,105,105,151,151,179,179,155,155,140,140,128,128,254,254,230,230,0,0
PA09_2,Pocillopora,S. glynnii,D1,Pan,105,105,151,151,179,179,157,157,140,140,128,128,254,254,230,230,0,0
PA09_20,Pocillopora,S. glynnii,D1,Pan,105,105,149,149,177,177,155,155,140,140,128,128,250,250,230,230,0,0
PA09_22,Pocillopora,S. glynnii,D1,Pan,105,105,149,149,177,177,155,155,140,140,128,128,250,250,230,230,0,0
PA09_29,Pocillopora,S. glynnii,D1,Pan,105,105,0,0,177,177,0,0,140,140,128,128,250,250,230,230,0,0
PA09_3,Pocillopora,S. glynnii,D1,Pan,105,105,149,149,177,177,151,151,140,140,128,128,250,250,230,230,0,0
PA09_31,Pocillopora,S. glynnii,D1,Pan,105,105,149,149,177,177,155,155,140,140,128,128,250,250,230,230,0,0
PA09_39,Pocillopora,S. glynnii,D1,Pan,105,105,149,149,177,177,155,155,140,140,128,128,250,250,230,230,0,0
PA09_4,Pocillopora,S. glynnii,D1,Pan,105,105,0,0,177,177,0,0,140,140,128,128,250,250,230,230,0,0
PA09_40,Pocillopora,S. glynnii,D1,Pan,105,105,151,151,179,179,155,155,140,140,128,128,254,254,230,230,0,0
PA09_45,Pocillopora,S. glynnii,D1,Pan,105,105,149,149,177,177,155,155,140,140,128,128,250,250,230,230,0,0
PA09_47,Pocillopora,S. glynnii,D1,Pan,105,105,149,149,177,177,155,155,140,140,128,128,250,250,230,230,0,0
PA09_5,Pocillopora,S. glynnii,D1,Pan,105,105,149,149,177,177,155,155,140,140,128,128,250,250,230,230,0,0
PA09_55,Pocillopora,S. glynnii,D1,Pan,105,105,149,149,177,177,155,155,140,140,128,128,250,250,230,230,0,0
PA09_57,Pocillopora,S. glynnii,D1,Pan,105,105,149,149,177,177,155,155,140,140,128,128,250,250,230,230,0,0
PA09_67,Pocillopora,S. glynnii,D1,Pan,105,105,149,149,177,177,155,155,140,140,128,128,250,250,230,230,0,0
PA09_7,Pocillopora,S. glynnii,D1,Pan,105,105,149,149,177,177,155,155,140,140,128,128,250,250,230,230,0,0
PA09_74,Pocillopora,S. glynnii,D1,Pan,105,105,149,149,177,177,155,155,140,140,128,128,250,250,230,230,0,0
Pal09_100,Pocillopora,S. glynnii,D1,Pal,102,102,157,157,177,177,145,145,137,137,128,128,234,234,234,234,291,291
Pal09_123,Pocillopora,S. glynnii,D1,Pal,102,102,157,157,177,177,145,145,137,137,128,128,234,234,234,234,291,291
Pal09_230,Pocillopora,S. glynnii,D1,Pal,108,108,157,157,181,181,147,147,134,134,128,128,254,254,234,234,0,0
Pal09_269,Pocillopora,S. glynnii,D1,Pal,108,108,157,157,179,179,147,147,137,137,128,128,257,257,234,234,291,291
Pal09_294,Pocillopora,S. glynnii,D1,Pal,108,108,155,155,177,177,145,145,134,134,128,128,250,250,234,234,294,294
Pal09_312,Pocillopora,S. glynnii,D1,Pal,108,108,161,161,177,177,147,147,143,143,128,128,254,254,234,234,291,291
Pal09_604,Pocillopora,S. glynnii,D1,Pal,108,108,165,165,181,181,147,147,143,143,128,128,250,250,234,234,291,291
Pal09_62,Pocillopora,S. glynnii,D1,Pal,105,105,149,149,0,0,145,145,0,0,0,0,242,242,238,238,303,303
Pal09_70,Pocillopora,S. glynnii,D1,Pal,102,102,159,159,177,177,145,145,137,137,128,128,234,234,234,234,291,291
Pal13orft010,Pocillopora,S. glynnii,D1,Pal,108,108,159,159,181,181,147,147,137,137,128,128,258,258,234,234,291,291
Pal13orft028,Pocillopora,S. glynnii,D1,Pal,108,108,157,157,181,181,147,147,140,140,128,128,254,254,234,234,291,291
Pal13orft040,Pocillopora,S. glynnii,D1,Pal,108,108,0,0,181,181,147,147,0,0,128,128,0,0,0,0,0,0
Pal13orft043,Pocillopora,S. glynnii,D1,Pal,108,108,167,167,181,181,147,147,137,137,128,128,250,250,234,234,291,291
Pal13orft047,Pocillopora,S. glynnii,D1,Pal,108,108,159,159,181,181,147,147,146,146,128,128,262,262,234,234,291,291
Pal13ort1044,Pocillopora,S. glynnii,D1,Pal,105,105,155,155,179,179,145,145,143,143,128,128,254,254,234,234,294,294
Pal13ort2007,Pocillopora,S. glynnii,D1,Pal,108,108,159,159,181,181,147,147,140,140,128,128,258,258,234,234,291,291
Pal13ort2038,Pocillopora,S. glynnii,D1,Pal,108,108,163,163,183,183,147,147,140,140,128,128,258,258,234,234,291,291
Pal13ort3038,Pocillopora,S. glynnii,D1,Pal,108,108,157,157,0,0,0,0,137,137,128,128,0,0,234,234,291,291
Pal13wccf042,Pocillopora,S. glynnii,D1,Pal,108,108,0,0,189,189,151,151,146,146,128,128,250,250,234,234,291,291
Pal13wccf049,Pocillopora,S. glynnii,D1,Pal,108,108,149,149,179,179,149,149,137,137,128,128,242,242,230,230,300,300
Pal13wccf060,Pocillopora,S. glynnii,D1,Pal,108,108,153,153,183,183,147,147,146,146,128,128,254,254,234,234,291,291
Pal13wccf088,Pocillopora,S. glynnii,D1,Pal,102,102,151,151,177,177,145,145,125,125,128,128,242,242,230,230,291,291
Pal13wccf136,Pocillopora,S. glynnii,D1,Pal,108,108,153,153,177,177,145,145,140,140,128,128,242,242,230,230,288,288
PG1_1,Pocillopora,S. glynnii,D1,PG,105,105,151,151,185,185,151,151,134,134,128,128,254,254,234,234,0,0
PG1_11,Pocillopora,S. glynnii,D1,PG,105,105,151,151,181,181,147,147,134,134,128,128,242,242,234,234,0,0
PG1_16,Pocillopora,S. glynnii,D1,PG,105,105,151,151,181,181,149,149,134,134,128,128,242,242,234,234,0,0
PG1_17,Pocillopora,S. glynnii,D1,PG,105,105,151,151,181,181,147,147,134,134,128,128,242,242,234,234,0,0
PG1_18,Pocillopora,S. glynnii,D1,PG,105,105,159,159,173,173,147,147,134,134,128,128,258,258,234,234,0,0
PG1_19,Pocillopora,S. glynnii,D1,PG,105,105,155,155,183,183,147,147,134,134,128,128,250,250,234,234,0,0
PG1_2,Pocillopora,S. glynnii,D1,PG,105,105,155,155,183,183,147,147,134,134,128,128,258,258,234,234,0,0
PG1_20,Pocillopora,S. glynnii,D1,PG,105,105,155,155,183,183,147,147,134,134,128,128,258,258,234,234,0,0
PG1_21,Pocillopora,S. glynnii,D1,PG,105,105,155,155,179,179,149,149,137,137,128,128,250,250,234,234,0,0
PG1_22,Pocillopora,S. glynnii,D1,PG,105,105,155,155,183,183,147,147,134,134,128,128,258,258,234,234,0,0
PG1_3,Pocillopora,S. glynnii,D1,PG,105,105,151,151,183,183,149,149,134,134,128,128,242,242,234,234,0,0
PG1_4,Pocillopora,S. glynnii,D1,PG,105,105,151,151,183,183,149,149,0,0,128,128,242,242,234,234,0,0
PG1_5,Pocillopora,S. glynnii,D1,PG,105,105,151,151,181,181,147,147,134,134,128,128,242,242,234,234,0,0
PG1_6,Pocillopora,S. glynnii,D1,PG,105,105,151,151,183,183,147,147,134,134,128,128,246,246,234,234,0,0
PG1_7,Pocillopora,S. glynnii,D1,PG,105,105,151,151,181,181,147,147,134,134,128,128,242,242,234,234,0,0
PG1_8,Pocillopora,S. glynnii,D1,PG,105,105,155,155,183,183,147,147,134,134,128,128,258,258,234,234,0,0
PG1_9,Pocillopora,S. glynnii,D1,PG,105,105,151,151,183,183,149,149,134,134,128,128,242,242,234,234,0,0
PG2_1,Pocillopora,S. glynnii,D1,PG,105,105,155,155,183,183,147,147,134,134,128,128,258,258,234,234,0,0
PG2_10,Pocillopora,S. glynnii,D1,PG,105,105,155,155,183,183,147,147,134,134,128,128,258,258,234,234,0,0
PG2_11,Pocillopora,S. glynnii,D1,PG,105,105,155,155,183,183,147,147,134,134,128,128,258,258,234,234,0,0
PG2_12,Pocillopora,S. glynnii,D1,PG,105,105,151,151,179,179,151,151,140,140,128,128,250,250,234,234,0,0
PG2_13,Pocillopora,S. glynnii,D1,PG,105,105,151,151,179,179,151,151,140,140,128,128,250,250,234,234,0,0
PG2_14,Pocillopora,S. glynnii,D1,PG,105,105,155,155,183,183,147,147,134,134,128,128,258,258,234,234,0,0
PG2_15,Pocillopora,S. glynnii,D1,PG,105,105,151,151,181,181,147,147,134,134,128,128,262,262,234,234,0,0
PG2_18,Pocillopora,S. glynnii,D1,PG,105,105,153,153,179,179,149,149,140,140,128,128,250,250,234,234,0,0
PG2_19,Pocillopora,S. glynnii,D1,PG,105,105,157,157,183,183,147,147,134,134,128,128,258,258,234,234,0,0
PG2_2,Pocillopora,S. glynnii,D1,PG,105,105,151,151,179,179,149,149,140,140,128,128,250,250,234,234,0,0
PG2_3,Pocillopora,S. glynnii,D1,PG,105,105,151,151,181,181,147,147,134,134,128,128,242,242,234,234,0,0
PG2_4,Pocillopora,S. glynnii,D1,PG,105,105,149,149,181,181,145,145,134,134,128,128,242,242,234,234,0,0
PG2_5,Pocillopora,S. glynnii,D1,PG,105,105,151,151,179,179,149,149,140,140,128,128,250,250,234,234,0,0
PG2_6,Pocillopora,S. glynnii,D1,PG,105,105,155,155,183,183,147,147,134,134,128,128,258,258,234,234,0,0
PG2_7,Pocillopora,S. glynnii,D1,PG,105,105,151,151,179,179,151,151,134,134,128,128,246,246,234,234,0,0
PG2_9,Pocillopora,S. glynnii,D1,PG,105,105,151,151,179,179,151,151,140,140,128,128,250,250,234,234,0,0
PG3_1,Pocillopora,S. glynnii,D1,PG,105,105,155,155,183,183,147,147,134,134,128,128,258,258,234,234,0,0
PG3_10,Pocillopora,S. glynnii,D1,PG,105,105,151,151,179,179,0,0,140,140,128,128,246,246,234,234,0,0
PG3_11,Pocillopora,S. glynnii,D1,PG,105,105,151,151,179,179,151,151,134,134,128,128,246,246,234,234,0,0
PG3_12,Pocillopora,S. glynnii,D1,PG,105,105,157,157,183,183,147,147,134,134,128,128,258,258,234,234,0,0
PG3_14,Pocillopora,S. glynnii,D1,PG,105,105,151,151,179,179,151,151,140,140,128,128,250,250,234,234,0,0
PG3_16,Pocillopora,S. glynnii,D1,PG,105,105,155,155,183,183,147,147,134,134,128,128,258,258,234,234,0,0
PG3_19,Pocillopora,S. glynnii,D1,PG,105,105,151,151,183,183,147,147,134,134,128,128,242,242,234,234,0,0
PG3_2,Pocillopora,S. glynnii,D1,PG,105,105,151,151,181,181,147,147,134,134,128,128,242,242,234,234,0,0
PG3_20,Pocillopora,S. glynnii,D1,PG,105,105,155,155,183,183,147,147,134,134,128,128,258,258,234,234,0,0
PG3_21,Pocillopora,S. glynnii,D1,PG,105,105,155,155,183,183,147,147,134,134,128,128,262,262,234,234,0,0
PG3_22,Pocillopora,S. glynnii,D1,PG,105,105,151,151,179,179,151,151,134,134,128,128,246,246,234,234,0,0
PG3_23,Pocillopora,S. glynnii,D1,PG,105,105,151,151,183,183,149,149,134,134,128,128,242,242,227,227,0,0
PG3_24,Pocillopora,S. glynnii,D1,PG,105,105,151,151,181,181,0,0,134,134,128,128,242,242,234,234,0,0
PG3_3,Pocillopora,S. glynnii,D1,PG,105,105,151,151,183,183,147,147,134,134,128,128,246,246,234,234,0,0
PG3_5,Pocillopora,S. glynnii,D1,PG,105,105,155,155,179,179,147,147,134,134,128,128,258,258,234,234,0,0
PG3_7,Pocillopora,S. glynnii,D1,PG,105,105,151,151,181,181,147,147,134,134,128,128,242,242,234,234,0,0
PG3_8,Pocillopora,S. glynnii,D1,PG,105,105,151,151,179,179,151,151,134,134,128,128,246,246,234,234,0,0
PG3_BL13,Pocillopora,S. glynnii,D1,PG,105,105,151,151,179,179,151,151,134,134,128,128,246,246,234,234,0,0
PG3_BL18B,Pocillopora,S. glynnii,D1,PG,105,105,151,151,183,183,147,147,134,134,128,128,242,242,234,234,0,0
PG3_BL19,Pocillopora,S. glynnii,D1,PG,105,105,151,151,183,183,149,149,134,134,128,128,242,242,234,234,0,0
PG3_BL3,Pocillopora,S. glynnii,D1,PG,105,105,151,151,179,179,149,149,134,134,128,128,246,246,234,234,0,0
PG3_BL7,Pocillopora,S. glynnii,D1,PG,105,105,151,151,183,183,149,149,134,134,128,128,242,242,234,234,0,0
PG3_BL9,Pocillopora,S. glynnii,D1,PG,105,105,155,155,183,183,147,147,134,134,128,128,262,262,234,234,0,0
A_19,Orbicella,S. trenchii,D1-4,Car,102,105,149,151,177,179,143,145,131,131,128,128,238,242,238,238,294,294
A_21,Orbicella,S. trenchii,D1-4,Car,102,105,149,151,177,179,143,145,131,131,128,128,238,242,238,238,294,294
A_24,Orbicella,S. trenchii,D1-4,Car,102,105,149,151,177,179,143,145,131,131,128,128,238,242,238,238,294,294
A_3,Orbicella,S. trenchii,D1-4,Car,102,105,149,151,177,179,143,145,131,131,128,128,238,242,238,238,294,294
AB_13,Orbicella,S. trenchii,D1-4,Car,102,105,149,151,177,179,143,145,131,131,128,128,238,242,238,238,294,294
AB_18,Orbicella,S. trenchii,D1-4,Car,102,105,149,151,177,179,143,145,131,131,128,128,238,242,238,238,294,294
AB_19,Orbicella,S. trenchii,D1-4,Car,102,105,149,151,177,179,143,145,131,131,128,128,238,242,238,238,294,294
AB_25,Orbicella,S. trenchii,D1-4,Car,102,105,149,151,177,179,143,145,131,131,128,128,238,242,238,238,294,294
AB_29_A,Orbicella,S. trenchii,D1-4,Car,102,105,149,151,177,179,143,145,131,131,128,128,238,242,238,238,294,294
AB_31,Orbicella,S. trenchii,D1-4,Car,102,105,149,153,177,179,143,145,131,131,128,128,238,242,238,238,294,294
AB_37,Orbicella,S. trenchii,D1-4,Car,102,105,149,151,177,179,143,145,131,131,128,128,238,242,238,238,294,294
AB_47,Orbicella,S. trenchii,D1-4,Car,102,105,149,151,177,179,143,145,131,131,128,128,238,242,238,238,294,294
AB_5,Orbicella,S. trenchii,D1-4,Car,102,105,149,153,177,179,143,145,131,131,128,128,238,242,238,238,294,294
AT_15,Orbicella,S. trenchii,D1-4,Car,102,105,149,151,177,179,143,145,131,131,128,128,238,242,238,238,294,294
AT_18,Orbicella,S. trenchii,D1-4,Car,102,105,149,153,177,179,143,145,131,131,128,128,238,242,238,238,294,294
AT_19,Orbicella,S. trenchii,D1-4,Car,102,105,149,151,177,179,143,145,131,131,128,128,238,242,238,238,294,294
AT_20,Orbicella,S. trenchii,D1-4,Car,102,105,149,151,177,179,143,145,131,131,128,128,238,242,238,238,294,294
AT_21,Orbicella,S. trenchii,D1-4,Car,102,105,149,153,177,179,143,145,131,131,128,128,238,242,238,238,294,294
AT_22_A,Orbicella,S. trenchii,D1-4,Car,102,105,149,151,177,179,143,145,131,131,128,128,238,242,238,238,294,294
AT_23,Orbicella,S. trenchii,D1-4,Car,102,105,149,151,177,179,143,145,131,131,128,128,238,242,238,238,294,294
AT_24,Orbicella,S. trenchii,D1-4,Car,102,105,149,151,177,179,143,145,131,131,128,128,238,242,238,238,294,294
AT_5,Orbicella,S. trenchii,D1-4,Car,102,105,149,151,177,179,143,145,131,131,128,128,238,242,238,238,294,294
BAR05_15,Orbicella,S. trenchii,D1-4,Car,102,105,149,151,177,179,143,145,131,131,128,128,238,242,238,238,294,294
BAR05_7,Orbicella,S. trenchii,D1-4,Car,102,105,149,151,177,179,143,145,131,131,128,128,238,242,238,238,294,294
BAR05_70,Orbicella,S. trenchii,D1-4,Car,102,105,149,151,177,179,143,145,0,0,128,128,238,242,238,238,294,294
BAR05_81,Orbicella,S. trenchii,D1-4,Car,102,105,149,151,177,179,143,145,131,131,128,128,238,242,238,238,294,294
BAR05_84,Orbicella,S. trenchii,D1-4,Car,102,105,149,151,177,179,143,145,131,131,128,128,238,242,238,238,294,294
BAR07_101,Orbicella,S. trenchii,D1-4,Car,102,105,149,151,177,179,143,145,131,131,128,128,238,242,238,238,294,294
BAR07_102,Orbicella,S. trenchii,D1-4,Car,102,105,149,151,177,179,143,145,131,131,128,128,238,242,238,238,294,294
BAR07_104,Orbicella,S. trenchii,D1-4,Car,102,105,149,151,177,179,143,145,131,131,128,128,238,242,238,238,294,294
BAR07_107,Orbicella,S. trenchii,D1-4,Car,102,105,149,151,177,179,143,145,131,131,128,128,238,242,238,238,294,294
BAR07_110,Orbicella,S. trenchii,D1-4,Car,102,105,149,151,177,179,143,145,131,131,128,128,238,242,238,238,294,294
BAR07_115,Orbicella,S. trenchii,D1-4,Car,102,105,149,151,177,179,145,145,131,131,128,128,238,242,238,244,294,294
BAR07_116,Orbicella,S. trenchii,D1-4,Car,102,105,149,151,177,179,143,145,131,131,128,128,238,242,238,238,294,294
BAR07_117,Orbicella,S. trenchii,D1-4,Car,102,105,149,151,177,179,143,145,131,131,128,128,238,242,238,238,294,294
BAR07_120,Orbicella,S. trenchii,D1-4,Car,102,105,149,151,177,179,143,145,131,131,128,128,238,242,238,238,294,294
BAR07_14,Orbicella,S. trenchii,D1-4,Car,102,105,149,151,177,179,143,145,131,131,128,128,238,242,238,238,294,294
BAR07_17,Orbicella,S. trenchii,D1-4,Car,102,105,149,151,177,179,0,0,131,131,128,128,238,242,238,238,294,294
BAR07_26,Orbicella,S. trenchii,D1-4,Car,102,105,149,151,177,179,143,145,131,131,128,128,238,242,238,238,294,294
BAR07_45,Orbicella,S. trenchii,D1-4,Car,102,105,149,151,177,179,143,145,131,131,128,128,0,0,238,238,294,294
BAR07_66,Orbicella,S. trenchii,D1-4,Car,102,105,149,153,177,179,143,145,131,131,128,128,238,242,238,238,294,294
BAR07_8,Orbicella,S. trenchii,D1-4,Car,102,105,0,0,177,179,0,0,131,131,128,128,238,242,238,238,294,294
BAR07_98,Orbicella,S. trenchii,D1-4,Car,102,105,149,151,179,179,143,145,0,0,128,128,0,0,238,238,0,0
BEL02_35,Orbicella,S. trenchii,D1-4,Car,102,105,149,151,177,179,143,145,131,131,128,128,238,242,238,238,294,294
BR_21,Orbicella,S. trenchii,D1-4,Car,102,105,149,151,177,179,143,145,131,131,128,128,238,242,238,238,294,294
CCMP_2556,culture,S. trenchii,D1-4,Car,102,105,149,151,177,179,143,145,131,131,128,128,238,238,238,238,294,294
CULTURE_A001,culture,S. trenchii,D1-4,Cul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FGB05_90,Acropora,S. trenchii,D1-4,Car,102,102,149,153,177,179,143,149,131,137,128,128,238,246,238,238,294,294
HB_1,Orbicella,S. trenchii,D1-4,Car,102,105,149,151,177,179,143,145,131,131,128,128,238,242,238,238,294,294
HB_2,Orbicella,S. trenchii,D1-4,Car,102,105,149,151,177,179,143,145,131,131,128,128,238,242,238,238,294,294
HB_4,Orbicella,S. trenchii,D1-4,Car,102,105,149,151,177,179,143,145,131,131,128,128,238,242,238,238,294,294
HB_7,Orbicella,S. trenchii,D1-4,Car,102,105,149,151,177,179,143,145,131,131,128,128,238,242,238,238,294,294
HER_1,Orbicella,S. trenchii,D1-4,Car,102,105,149,151,177,179,143,145,131,131,128,128,238,242,238,238,294,294
HER_13,Orbicella,S. trenchii,D1-4,Car,102,105,149,151,177,179,143,145,131,131,128,128,238,242,238,238,294,294
HER_25,Orbicella,S. trenchii,D1-4,Car,102,105,149,151,177,179,143,145,131,131,128,128,0,0,0,0,294,294
HP_5,Orbicella,S. trenchii,D1-4,Car,102,105,149,151,177,179,143,145,131,131,128,128,238,242,238,238,294,294
HP_6,Orbicella,S. trenchii,D1-4,Car,102,105,149,151,177,179,143,145,131,131,128,128,238,242,238,238,294,294
NA_1_T0,Acropora,S. trenchii,D1-4,Pal,102,105,149,151,177,179,143,145,131,134,124,128,238,242,238,238,291,294
NA_2_T0,Acropora,S. trenchii,D1-4,Pal,102,105,149,151,177,179,143,145,131,134,128,128,238,246,238,238,294,297
NA_3_T0,Acropora,S. trenchii,D1-4,Pal,102,105,149,151,177,179,143,145,131,134,124,128,238,242,238,238,291,294
NA_4_T0,Acropora,S. trenchii,D1-4,Pal,102,105,149,151,177,179,143,145,131,134,128,128,238,242,238,238,294,297
NA_5_T0,Acropora,S. trenchii,D1-4,Pal,102,102,149,151,177,181,143,145,131,134,124,128,238,242,238,238,294,297
NA_6_T0,Acropora,S. trenchii,D1-4,Pal,102,105,149,151,177,179,143,145,131,134,124,128,238,246,238,238,294,297
NA_7_T0,Acropora,S. trenchii,D1-4,Pal,102,105,149,151,177,177,143,145,131,134,124,128,238,246,238,238,294,297
NA_8_T0,Acropora,S. trenchii,D1-4,Pal,102,105,149,155,177,181,143,145,131,134,124,128,238,242,238,238,294,297
NC_1_T0,Cyphastrea,S. trenchii,D1-4,Pal,102,105,147,157,177,179,143,147,131,134,128,128,242,242,234,238,294,300
NC_2_T0,Cyphastrea,S. trenchii,D1-4,Pal,102,105,147,157,177,179,143,147,131,134,128,128,242,242,234,238,294,300
NC_3_T0,Cyphastrea,S. trenchii,D1-4,Pal,102,105,147,157,177,177,143,147,131,134,128,128,242,242,234,238,294,300
NC_4_T0,Cyphastrea,S. trenchii,D1-4,Pal,102,105,149,153,177,179,143,147,129,134,128,128,238,246,238,238,294,300
NC_6_T0,Cyphastrea,S. trenchii,D1-4,Pal,102,105,147,157,177,179,143,147,131,134,128,128,242,242,234,238,294,300
NC_7_T0,Cyphastrea,S. trenchii,D1-4,Pal,102,105,147,157,177,179,143,147,131,134,128,128,238,242,234,238,294,297
NC_8_T0,Cyphastrea,S. trenchii,D1-4,Pal,102,105,147,157,177,179,143,147,131,134,128,128,242,242,234,238,294,297
NG1_2_T0,Goniastrea,S. trenchii,D1-4,Pal,102,105,147,153,175,177,143,145,131,137,128,128,242,246,238,238,291,294
NG2_2_T0,Goniastrea,S. trenchii,D1-4,Pal,105,105,147,149,175,177,143,145,131,137,128,128,242,242,234,238,291,294
NG3_2_T0,Goniastrea,S. trenchii,D1-4,Pal,102,105,151,157,177,179,143,145,134,134,124,128,242,246,238,238,294,297
NG4_2_T0,Goniastrea,S. trenchii,D1-4,Pal,102,105,149,155,177,181,145,145,134,134,124,128,242,246,238,238,297,300
NG5_2_T0,Goniastrea,S. trenchii,D1-4,Pal,102,105,147,153,177,179,143,145,131,137,128,128,242,246,234,238,291,294
NG7_2_T0,Goniastrea,S. trenchii,D1-4,Pal,102,105,149,155,175,177,145,145,134,137,124,128,246,246,238,238,297,300
NG8_1_T0,Goniastrea,S. trenchii,D1-4,Pal,102,105,149,155,177,179,145,145,137,137,124,128,246,246,238,238,297,300
NPA_1_T0,Pachyseris,S. trenchii,D1-4,Pal,102,105,149,153,175,177,143,145,131,137,124,128,238,242,247,247,291,294
NPA_2_T0,Pachyseris,S. trenchii,D1-4,Pal,102,105,149,157,177,179,143,145,131,134,124,128,238,238,234,238,294,294
NPA_3_T0,Pachyseris,S. trenchii,D1-4,Pal,102,105,149,151,175,177,143,145,131,137,124,128,238,242,243,243,291,294
NPA_4_T0,Pachyseris,S. trenchii,D1-4,Pal,102,105,149,153,177,179,143,145,131,134,124,128,238,242,238,238,294,297
NPA_5_T0,Pachyseris,S. trenchii,D1-4,Pal,102,105,149,155,177,179,143,145,131,134,124,128,238,242,238,238,294,297
NPA_6_T0,Pachyseris,S. trenchii,D1-4,Pal,102,105,149,153,175,177,143,145,131,137,124,128,238,242,243,243,291,294
NPA_7_T0,Pachyseris,S. trenchii,D1-4,Pal,102,105,149,153,175,177,143,145,131,137,124,128,238,242,243,243,291,294
NPA_8_T0,Pachyseris,S. trenchii,D1-4,Pal,102,105,149,155,177,179,145,145,131,134,124,128,238,242,238,238,294,294
OPA_8_T0,Pachyseris,S. trenchii,D1-4,Pal,102,105,151,149,177,177,143,147,134,134,124,128,238,246,234,238,294,297
OPA10_1_6m,Pachyseris,S. trenchii,D1-4,Pal,102,105,149,151,0,0,143,147,0,0,124,128,238,246,234,238,294,297
OPA13_4_6m,Pachyseris,S. trenchii,D1-4,Pal,102,105,149,151,0,0,143,147,0,0,124,128,238,246,234,238,0,0
OPA16_1_6m,Pachyseris,S. trenchii,D1-4,Pal,102,105,149,151,0,0,143,147,0,0,0,0,238,246,234,238,294,297
PA09_126,Orbicella,S. trenchii,D1-4,Car,102,105,0,0,177,179,143,145,131,131,128,128,238,242,238,238,294,294
PA09_152,Orbicella,S. trenchii,D1-4,Car,102,105,149,151,177,179,143,145,131,131,128,128,238,242,238,238,294,294
PA09_157,Orbicella,S. trenchii,D1-4,Car,102,105,149,151,177,179,143,145,131,131,128,128,238,242,238,238,294,294
PA09_159,Orbicella,S. trenchii,D1-4,Car,102,105,149,151,177,179,143,145,131,131,128,128,238,242,238,238,294,294
PA09_168,Orbicella,S. trenchii,D1-4,Car,102,105,149,151,177,179,143,145,131,131,128,128,238,242,238,238,294,294
PA09_175,Orbicella,S. trenchii,D1-4,Car,102,105,149,151,177,179,143,145,131,131,128,128,238,242,238,238,294,294
PA09_56,Orbicella,S. trenchii,D1-4,Car,102,105,149,151,177,179,143,145,131,131,128,128,238,242,238,238,294,294
PA09_66,Orbicella,S. trenchii,D1-4,Car,102,105,0,0,0,0,0,0,131,131,128,128,238,242,238,238,294,294
PA09_73,Orbicella,S. trenchii,D1-4,Car,102,105,149,151,177,179,143,145,131,131,128,128,238,242,238,238,294,294
PA09_85,Orbicella,S. trenchii,D1-4,Car,102,105,149,151,177,179,143,145,131,131,128,128,238,242,238,238,294,294
PA09_93,Orbicella,S. trenchii,D1-4,Car,102,105,149,151,177,179,143,145,131,131,128,128,238,242,238,238,294,294
PA09_96,Orbicella,S. trenchii,D1-4,Car,102,105,149,151,177,179,143,145,131,131,128,128,238,242,238,238,294,294
PAL09_101,Heliofungia,S. trenchii,D1-4,Pal,102,105,149,155,177,181,143,145,131,134,124,128,238,242,238,238,294,297
Pal09_101,Heliofungia,S. trenchii,D1-4,Pal,102,105,149,155,177,181,143,145,131,134,124,128,238,242,234,234,294,297
PAL09_101,Heliofungia,S. trenchii,D1-4,Pal,102,105,149,155,177,181,143,145,131,134,124,128,238,242,238,238,294,297
PAL09_11,Leptoseris,S. trenchii,D1-4,Pal,102,105,149,155,177,181,143,145,131,134,124,128,238,242,238,238,294,297
PAL09_14,Pectinia,S. trenchii,D1-4,Pal,105,105,149,153,177,179,143,147,131,134,128,128,238,242,238,238,288,291
PAL09_17,Heliofungia,S. trenchii,D1-4,Pal,102,105,149,155,177,179,145,147,134,134,128,128,238,242,238,238,294,294
PAL09_19,Pavona,S. trenchii,D1-4,Pal,102,105,147,149,179,179,143,143,131,134,128,128,238,238,238,238,294,294
PAL09_20,Lobophyllia,S. trenchii,D1-4,Pal,102,105,149,155,177,181,143,147,131,134,128,128,242,242,238,238,291,294
PAL09_28,Pachyseris,S. trenchii,D1-4,Pal,105,105,151,153,177,179,143,145,131,134,124,128,242,246,238,238,294,294
PAL09_327,Fungia,S. trenchii,D1-4,Pal,102,105,151,155,177,179,143,145,131,131,128,128,238,242,238,244,291,294
PAL09_33,Lobophyllia,S. trenchii,D1-4,Pal,102,105,151,155,177,181,143,147,131,134,128,128,242,242,238,238,291,294
