Sample,Host,Symbiodinium,ITS 2 type,Population,Sym09,Sym09,Sym11,Sym11,Sym14,Sym14,Sym17,Sym17,Sym67,Sym67,Sym92,Sym92,Sym87,Sym87,Sym88,Sym88,Sym66,Sym66
BSA08_69,Pocillopora,S. glynnii,D1,Oax,108,108,0,0,177,177,155,155,146,146,128,128,254,254,230,230,0,0
BSA08_7,Pocillopora,S. glynnii,D1,Oax,105,105,155,155,177,177,153,153,143,143,128,128,242,242,230,230,0,0
BSA08_71,Pocillopora,S. glynnii,D1,Oax,105,105,151,151,177,177,155,155,143,143,128,128,250,250,230,230,0,0
BSA08_72,Pocillopora,S. glynnii,D1,Oax,105,105,151,151,177,177,155,155,143,143,128,128,0,0,230,230,0,0
BSA08_74,Pocillopora,S. glynnii,D1,Oax,105,105,151,151,177,177,157,157,143,143,128,128,0,0,230,230,0,0
BSA08_75,Pocillopora,S. glynnii,D1,Oax,108,108,157,157,179,179,155,155,143,143,128,128,250,250,230,230,0,0
BSA08_77,Pocillopora,S. glynnii,D1,Oax,105,105,151,151,177,177,155,155,140,140,128,128,250,250,230,230,0,0
BSA08_82,Pocillopora,S. glynnii,D1,Oax,108,108,151,151,177,177,155,155,146,146,128,128,254,254,230,230,0,0
BSA08_84,Pocillopora,S. glynnii,D1,Oax,105,105,153,153,177,177,155,155,140,140,128,128,246,246,230,230,0,0
BSA08_86,Pocillopora,S. glynnii,D1,Oax,105,105,0,0,177,177,157,157,143,143,128,128,0,0,230,230,0,0
BSA08_87,Pocillopora,S. glynnii,D1,Oax,105,105,0,0,177,177,155,155,143,143,128,128,250,250,230,230,291,291
BSA08_9,Pocillopora,S. glynnii,D1,Oax,105,105,155,155,177,177,153,153,143,143,128,128,242,242,230,230,0,0
BSA08_95,Pocillopora,S. glynnii,D1,Oax,108,108,151,151,177,177,155,155,143,143,128,128,246,246,230,230,0,0
BSA08_96,Pocillopora,S. glynnii,D1,Oax,105,105,0,0,177,177,153,153,140,140,128,128,250,250,230,230,0,0
BSA08_97,Pocillopora,S. glynnii,D1,Oax,108,108,151,151,177,177,155,155,143,143,128,128,246,246,230,230,0,0
G_1083,Pocillopora,S. glynnii,D1,Gal,105,105,0,0,0,0,151,151,149,149,128,128,258,258,230,230,0,0
G_1085,Pocillopora,S. glynnii,D1,Gal,105,105,149,149,177,177,155,155,140,140,128,128,250,250,230,230,0,0
G_1112,Pocillopora,S. glynnii,D1,Gal,105,105,153,153,177,177,163,163,143,143,128,128,246,246,230,230,0,0
G_1119,Pocillopora,S. glynnii,D1,Gal,105,105,151,151,177,177,169,169,146,146,128,128,266,266,230,230,0,0
G_174,Pocillopora,S. glynnii,D1,Gal,105,105,153,153,177,177,161,161,143,143,128,128,246,246,230,230,0,0
G_336,Pocillopora,S. glynnii,D1,Gal,105,105,151,151,177,177,163,163,146,146,128,128,258,258,230,230,0,0
G_345,Pocillopora,S. glynnii,D1,Gal,105,105,151,151,177,177,157,157,140,140,128,128,250,250,230,230,0,0
G_348,Pocillopora,S. glynnii,D1,Gal,105,105,155,155,177,177,155,155,143,143,128,128,246,246,230,230,0,0
G_355,Pocillopora,S. glynnii,D1,Gal,105,105,151,151,177,177,161,161,143,143,124,124,250,250,230,230,0,0
G_356,Pocillopora,S. glynnii,D1,Gal,105,105,151,151,177,177,165,165,149,149,128,128,258,258,230,230,0,0
G_459,Pocillopora,S. glynnii,D1,Gal,105,105,155,155,177,177,155,155,140,140,128,128,250,250,230,230,0,0
GAV1_1,Pocillopora,S. glynnii,D1,Gav,105,105,151,151,181,181,147,147,134,134,128,128,242,242,234,234,0,0
GAV1_10,Pocillopora,S. glynnii,D1,Gav,105,105,151,151,181,181,149,149,134,134,128,128,242,242,234,234,0,0
GAV1_11,Pocillopora,S. glynnii,D1,Gav,105,105,151,151,181,181,147,147,134,134,128,128,242,242,234,234,0,0
GAV1_12,Pocillopora,S. glynnii,D1,Gav,105,105,151,151,183,183,149,149,134,134,128,128,242,242,234,234,0,0
GAV1_15,Pocillopora,S. glynnii,D1,Gav,105,105,151,151,181,181,147,147,134,134,128,128,242,242,234,234,0,0
GAV1_16,Pocillopora,S. glynnii,D1,Gav,105,105,151,151,183,183,149,149,134,134,128,128,242,242,234,234,0,0
GAV1_3,Pocillopora,S. glynnii,D1,Gav,105,105,151,151,181,181,147,147,134,134,128,128,242,242,234,234,0,0
GAV1_4,Pocillopora,S. glynnii,D1,Gav,105,105,153,153,179,179,149,149,137,137,128,128,254,254,234,234,0,0
GAV1_5,Pocillopora,S. glynnii,D1,Gav,105,105,153,153,179,179,151,151,140,140,128,128,242,242,234,234,0,0
GAV1_6,Pocillopora,S. glynnii,D1,Gav,105,105,151,151,179,179,151,151,137,137,124,124,250,250,234,234,0,0
GAV1_7,Pocillopora,S. glynnii,D1,Gav,105,105,151,151,179,179,151,151,140,140,128,128,246,246,234,234,0,0
GAV1_8,Pocillopora,S. glynnii,D1,Gav,105,105,151,151,179,179,151,151,140,140,128,128,246,246,234,234,0,0
GAV2_1,Pocillopora,S. glynnii,D1,Gav,105,105,151,151,179,179,149,149,140,140,128,128,250,250,234,234,0,0
GAV2_11,Pocillopora,S. glynnii,D1,Gav,105,105,153,153,179,179,149,149,137,137,128,128,254,254,234,234,0,0
GAV2_12,Pocillopora,S. glynnii,D1,Gav,105,105,151,151,181,181,147,147,134,134,128,128,242,242,234,234,0,0
GAV2_14,Pocillopora,S. glynnii,D1,Gav,105,105,151,151,179,179,149,149,140,140,128,128,250,250,234,234,0,0
GAV2_15,Pocillopora,S. glynnii,D1,Gav,105,105,151,151,179,179,151,151,137,137,124,124,250,250,234,234,0,0
GAV2_16,Pocillopora,S. glynnii,D1,Gav,105,105,151,151,181,181,151,151,134,134,128,128,246,246,234,234,0,0
GAV2_18,Pocillopora,S. glynnii,D1,Gav,105,105,151,151,179,179,151,151,137,137,124,124,250,250,234,234,0,0
GAV2_2,Pocillopora,S. glynnii,D1,Gav,105,105,151,151,179,179,151,151,137,137,124,124,250,250,234,234,0,0
GAV2_5,Pocillopora,S. glynnii,D1,Gav,105,105,151,151,181,181,147,147,134,134,128,128,242,242,234,234,291,291
GAV2_6,Pocillopora,S. glynnii,D1,Gav,105,105,151,151,179,179,151,151,137,137,124,124,250,250,234,234,0,0
GAV2_7,Pocillopora,S. glynnii,D1,Gav,105,105,151,151,179,179,151,151,140,140,128,128,250,250,234,234,291,291
GAV2_8,Pocillopora,S. glynnii,D1,Gav,105,105,151,151,181,181,149,149,134,134,128,128,242,242,227,227,0,0
GAV2_9,Pocillopora,S. glynnii,D1,Gav,105,105,151,151,179,179,151,151,137,137,124,124,250,250,234,234,0,0
GAV3_1,Pocillopora,S. glynnii,D1,Gav,105,105,151,151,183,183,149,149,134,134,128,128,242,242,227,227,0,0
GAV3_10,Pocillopora,S. glynnii,D1,Gav,105,105,151,151,179,179,151,151,137,137,124,124,250,250,234,234,0,0
GAV3_11,Pocillopora,S. glynnii,D1,Gav,105,105,151,151,179,179,151,151,137,137,124,124,250,250,234,234,0,0
GAV3_12,Pocillopora,S. glynnii,D1,Gav,105,105,153,153,179,179,149,149,140,140,128,128,250,250,234,234,0,0
GAV3_14,Pocillopora,S. glynnii,D1,Gav,105,105,153,153,179,179,151,151,140,140,128,128,250,250,234,234,0,0
GAV3_16,Pocillopora,S. glynnii,D1,Gav,105,105,151,151,179,179,151,151,134,134,128,128,246,246,234,234,0,0
GAV3_18,Pocillopora,S. glynnii,D1,Gav,105,105,151,151,179,179,0,0,137,137,124,124,250,250,234,234,0,0
GAV3_19,Pocillopora,S. glynnii,D1,Gav,105,105,151,151,183,183,149,149,134,134,128,128,242,242,234,234,0,0
GAV3_2,Pocillopora,S. glynnii,D1,Gav,105,105,151,151,179,179,151,151,137,137,124,124,250,250,234,234,0,0
GAV3_20,Pocillopora,S. glynnii,D1,Gav,105,105,151,151,181,181,147,147,134,134,128,128,242,242,234,234,0,0
GAV3_21,Pocillopora,S. glynnii,D1,Gav,105,105,151,151,179,179,151,151,137,137,124,124,250,250,234,234,0,0
GAV3_22,Pocillopora,S. glynnii,D1,Gav,105,105,151,151,179,179,151,151,137,137,124,124,250,250,234,234,0,0
GAV3_3,Pocillopora,S. glynnii,D1,Gav,105,105,153,153,179,179,151,151,140,140,128,128,250,250,234,234,0,0
GAV3_5,Pocillopora,S. glynnii,D1,Gav,105,105,151,151,179,179,151,151,140,140,128,128,246,246,234,234,0,0
GAV3_6,Pocillopora,S. glynnii,D1,Gav,105,105,149,149,183,183,149,149,134,134,128,128,242,242,234,234,0,0
GAV3_7,Pocillopora,S. glynnii,D1,Gav,105,105,151,151,179,179,151,151,137,137,124,124,250,250,234,234,0,0
GAV3_8,Pocillopora,S. glynnii,D1,Gav,105,105,151,151,183,183,149,149,134,134,128,128,242,242,227,227,0,0
GAV3_9,Pocillopora,S. glynnii,D1,Gav,105,105,151,151,181,181,147,147,134,134,128,128,242,242,234,234,0,0
LAP08_107,Pocillopora,S. glynnii,D1,Lap,105,105,155,155,183,183,147,147,134,134,128,128,262,262,234,234,0,0
LAP08_108,Pocillopora,S. glynnii,D1,Lap,105,105,155,155,183,183,147,147,134,134,128,128,262,262,234,234,0,0
LAP08_109,Pocillopora,S. glynnii,D1,Lap,105,105,155,155,183,183,147,147,134,134,128,128,262,262,234,234,0,0
LAP08_110,Pocillopora,S. glynnii,D1,Lap,105,105,155,155,183,183,147,147,134,134,128,128,262,262,234,234,0,0
LAP08_111,Pocillopora,S. glynnii,D1,Lap,105,105,155,155,183,183,147,147,134,134,128,128,262,262,234,234,0,0
LAP08_112,Pocillopora,S. glynnii,D1,Lap,105,105,155,155,183,183,147,147,134,134,128,128,262,262,234,234,0,0
LAP08_113,Pocillopora,S. glynnii,D1,Lap,105,105,155,155,183,183,147,147,134,134,128,128,266,266,234,234,0,0
LAP08_114,Pocillopora,S. glynnii,D1,Lap,105,105,155,155,183,183,147,147,134,134,128,128,262,262,234,234,0,0
LAP08_115,Pocillopora,S. glynnii,D1,Lap,105,105,157,157,183,183,147,147,134,134,128,128,262,262,234,234,0,0
LAP08_116,Pocillopora,S. glynnii,D1,Lap,105,105,157,157,183,183,147,147,134,134,128,128,262,262,234,234,0,0
LAP08_117,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,179,179,151,151,131,131,128,128,250,250,234,234,0,0
LAP08_120,Pocillopora,S. glynnii,D1,Lap,105,105,155,155,183,183,147,147,134,134,128,128,262,262,234,234,0,0
LAP08_121,Pocillopora,S. glynnii,D1,Lap,105,105,155,155,183,183,147,147,137,137,128,128,262,262,234,234,0,0
LAP08_122,Pocillopora,S. glynnii,D1,Lap,105,105,155,155,183,183,0,0,137,137,128,128,262,262,234,234,0,0
LAP08_123,Pocillopora,S. glynnii,D1,Lap,105,105,155,155,183,183,147,147,134,134,128,128,262,262,234,234,0,0
LAP08_124,Pocillopora,S. glynnii,D1,Lap,105,105,155,155,183,183,147,147,134,134,128,128,262,262,234,234,0,0
LAP08_125,Pocillopora,S. glynnii,D1,Lap,105,105,155,155,183,183,147,147,134,134,128,128,262,262,234,234,0,0
LAP08_126,Pocillopora,S. glynnii,D1,Lap,105,105,155,155,183,183,147,147,134,134,128,128,262,262,234,234,0,0
LAP08_127,Pocillopora,S. glynnii,D1,Lap,105,105,155,155,183,183,147,147,134,134,128,128,262,262,234,234,0,0
LAP08_128,Pocillopora,S. glynnii,D1,Lap,105,105,155,155,181,181,147,147,134,134,128,128,262,262,234,234,0,0
LAP08_129,Pocillopora,S. glynnii,D1,Lap,105,105,155,155,183,183,147,147,134,134,128,128,262,262,234,234,0,0
LAP08_130,Pocillopora,S. glynnii,D1,Lap,105,105,155,155,183,183,147,147,134,134,128,128,266,266,234,234,0,0
LAP08_131,Pocillopora,S. glynnii,D1,Lap,105,105,155,155,183,183,147,147,134,134,128,128,262,262,234,234,0,0
LAP08_132,Pocillopora,S. glynnii,D1,Lap,105,105,155,155,183,183,147,147,134,134,128,128,262,262,234,234,0,0
LAP08_133,Pocillopora,S. glynnii,D1,Lap,105,105,155,155,183,183,147,147,134,134,128,128,262,262,234,234,0,0
LAP08_134,Pocillopora,S. glynnii,D1,Lap,105,105,155,155,183,183,147,147,134,134,128,128,262,262,234,234,0,0
LAP08_135,Pocillopora,S. glynnii,D1,Lap,105,105,155,155,183,183,147,147,134,134,128,128,262,262,234,234,0,0
LAP08_136,Pocillopora,S. glynnii,D1,Lap,105,105,155,155,183,183,147,147,134,134,128,128,262,262,234,234,0,0
LAP08_137,Pocillopora,S. glynnii,D1,Lap,105,105,155,155,183,183,147,147,134,134,128,128,262,262,234,234,0,0
LAP08_138,Pocillopora,S. glynnii,D1,Lap,105,105,155,155,183,183,147,147,134,134,128,128,262,262,234,234,0,0
LAP08_139,Pocillopora,S. glynnii,D1,Lap,105,105,155,155,183,183,147,147,134,134,128,128,262,262,234,234,0,0
LAP08_140,Pocillopora,S. glynnii,D1,Lap,105,105,155,155,183,183,147,147,134,134,128,128,262,262,234,234,0,0
LAP08_141,Pocillopora,S. glynnii,D1,Lap,105,105,155,155,183,183,147,147,134,134,128,128,262,262,234,234,0,0
LAP08_142,Pocillopora,S. glynnii,D1,Lap,105,105,155,155,183,183,147,147,134,134,128,128,262,262,234,234,0,0
LAP08_143,Pocillopora,S. glynnii,D1,Lap,105,105,155,155,183,183,147,147,134,134,128,128,262,262,234,234,0,0
LAP08_144,Pocillopora,S. glynnii,D1,Lap,105,105,155,155,183,183,147,147,134,134,128,128,262,262,234,234,0,0
LAP08_145,Pocillopora,S. glynnii,D1,Lap,105,105,155,155,183,183,147,147,134,134,128,128,262,262,234,234,0,0
LAP08_146,Pocillopora,S. glynnii,D1,Lap,105,105,155,155,183,183,147,147,134,134,128,128,262,262,234,234,0,0
LAP09_100,Pocillopora,S. glynnii,D1,Lap,105,105,157,157,183,183,147,147,134,134,128,128,258,258,234,234,0,0
LAP09_17,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,183,183,149,149,134,134,128,128,242,242,234,234,0,0
LAP09_18,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,183,183,149,149,134,134,128,128,242,242,234,234,0,0
LAP09_184,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,179,179,151,151,137,137,124,124,250,250,234,234,0,0
LAP09_185,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,179,179,151,151,137,137,124,124,250,250,234,234,0,0
LAP09_186,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,179,179,151,151,140,140,128,128,246,246,234,234,0,0
LAP09_187,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,179,179,151,151,137,137,124,124,250,250,234,234,0,0
LAP09_188,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,179,179,151,151,137,137,124,124,250,250,234,234,0,0
LAP09_189,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,179,179,151,151,137,137,124,124,250,250,234,234,0,0
LAP09_19,Pocillopora,S. glynnii,D1,Lap,105,105,155,155,179,179,147,147,134,134,128,128,258,258,234,234,0,0
LAP09_190,Pocillopora,S. glynnii,D1,Lap,105,105,155,155,183,183,147,147,134,134,128,128,258,258,234,234,0,0
LAP09_191,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,179,179,151,151,137,137,124,124,250,250,234,234,0,0
LAP09_192,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,179,179,151,151,137,137,124,124,250,250,234,234,0,0
LAP09_194,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,179,179,151,151,137,137,124,124,250,250,234,234,0,0
LAP09_195,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,179,179,151,151,137,137,124,124,250,250,234,234,0,0
LAP09_196,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,179,179,151,151,137,137,124,124,250,250,234,234,0,0
LAP09_197,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,179,179,151,151,137,137,124,124,250,250,234,234,0,0
LAP09_198,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,183,183,147,147,137,137,128,128,242,242,234,234,0,0
LAP09_199,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,179,179,151,151,137,137,124,124,250,250,234,234,0,0
LAP09_20,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,183,183,149,149,134,134,128,128,242,242,234,234,0,0
LAP09_200,Pocillopora,S. glynnii,D1,Lap,105,105,153,153,179,179,147,147,134,134,128,128,258,258,234,234,0,0
LAP09_202,Pocillopora,S. glynnii,D1,Lap,105,105,157,157,183,183,147,147,134,134,128,128,258,258,234,234,0,0
LAP09_203,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,179,179,151,151,137,137,124,124,250,250,234,234,0,0
LAP09_204,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,179,179,151,151,140,140,128,128,246,246,234,234,0,0
LAP09_205,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,179,179,151,151,140,140,128,128,246,246,234,234,0,0
LAP09_206,Pocillopora,S. glynnii,D1,Lap,105,105,153,153,179,179,149,149,137,137,128,128,254,254,234,234,0,0
LAP09_207,Pocillopora,S. glynnii,D1,Lap,105,105,153,153,185,185,149,149,134,134,128,128,258,258,234,234,0,0
LAP09_208,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,179,179,151,151,140,140,124,124,246,246,234,234,0,0
LAP09_209,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,179,179,151,151,137,137,124,124,250,250,234,234,0,0
LAP09_21,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,183,183,149,149,134,134,128,128,242,242,234,234,0,0
LAP09_210,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,179,179,151,151,137,137,124,124,250,250,234,234,0,0
LAP09_211,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,179,179,151,151,140,140,124,124,246,246,234,234,0,0
LAP09_212,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,179,179,151,151,137,137,124,124,250,250,234,234,0,0
LAP09_214,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,179,179,151,151,137,137,124,124,250,250,234,234,0,0
LAP09_215,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,179,179,151,151,140,140,128,128,246,246,234,234,0,0
LAP09_216,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,179,179,151,151,140,140,128,128,246,246,234,234,0,0
LAP09_217,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,179,179,151,151,140,140,124,124,250,250,234,234,0,0
LAP09_218,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,179,179,151,151,137,137,124,124,250,250,234,234,0,0
LAP09_22,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,181,181,147,147,134,134,128,128,242,242,234,234,0,0
LAP09_220,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,179,179,151,151,137,137,124,124,250,250,234,234,0,0
LAP09_221,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,179,179,151,151,140,140,128,128,246,246,234,234,0,0
LAP09_222,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,179,179,151,151,140,140,128,128,246,246,234,234,0,0
LAP09_223,Pocillopora,S. glynnii,D1,Lap,105,105,153,153,179,179,149,149,137,137,128,128,254,254,234,234,0,0
LAP09_224,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,179,179,151,151,137,137,124,124,250,250,234,234,0,0
LAP09_225,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,179,179,151,151,137,137,124,124,250,250,234,234,0,0
LAP09_226,Pocillopora,S. glynnii,D1,Lap,105,105,157,157,183,183,147,147,134,134,128,128,262,262,234,234,0,0
LAP09_227,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,179,179,149,149,137,137,128,128,250,250,234,234,0,0
LAP09_228,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,179,179,151,151,140,140,128,128,246,246,234,234,0,0
LAP09_229,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,179,179,151,151,137,137,124,124,250,250,234,234,0,0
LAP09_23,Pocillopora,S. glynnii,D1,Lap,105,105,155,155,179,179,147,147,134,134,128,128,258,258,234,234,0,0
LAP09_230,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,179,179,151,151,137,137,124,124,250,250,234,234,0,0
LAP09_231,Pocillopora,S. glynnii,D1,Lap,105,105,155,155,183,183,147,147,134,134,128,128,258,258,234,234,0,0
LAP09_232,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,183,183,149,149,134,134,128,128,242,242,234,234,0,0
LAP09_233,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,183,183,149,149,134,134,128,128,242,242,234,234,0,0
LAP09_234,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,179,179,151,151,140,140,128,128,250,250,234,234,0,0
LAP09_235,Pocillopora,S. glynnii,D1,Lap,105,105,157,157,183,183,147,147,134,134,128,128,262,262,234,234,0,0
LAP09_236,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,179,179,151,151,137,137,124,124,250,250,234,234,0,0
LAP09_237,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,183,183,147,147,134,134,128,128,262,262,234,234,0,0
LAP09_238,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,179,179,151,151,140,140,128,128,246,246,234,234,0,0
LAP09_239,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,179,179,151,151,137,137,128,128,246,246,234,234,0,0
LAP09_24,Pocillopora,S. glynnii,D1,Lap,105,105,155,155,183,183,147,147,134,134,128,128,262,262,234,234,0,0
LAP09_240,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,179,179,151,151,137,137,124,124,250,250,234,234,0,0
LAP09_241,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,179,179,151,151,137,137,124,124,250,250,234,234,0,0
LAP09_242,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,179,179,151,151,137,137,124,124,250,250,234,234,0,0
LAP09_243,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,179,179,151,151,140,140,128,128,246,246,234,234,0,0
LAP09_25,Pocillopora,S. glynnii,D1,Lap,105,105,153,153,183,183,147,147,134,134,128,128,258,258,234,234,0,0
LAP09_26,Pocillopora,S. glynnii,D1,Lap,105,105,155,155,183,183,147,147,134,134,128,128,258,258,234,234,0,0
LAP09_27,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,183,183,149,149,134,134,128,128,242,242,234,234,0,0
LAP09_28,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,183,183,149,149,134,134,128,128,242,242,234,234,0,0
LAP09_29,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,183,183,149,149,134,134,128,128,242,242,234,234,0,0
LAP09_30,Pocillopora,S. glynnii,D1,Lap,105,105,149,149,181,181,147,147,134,134,128,128,242,242,234,234,0,0
LAP09_31,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,179,179,151,151,134,134,128,128,246,246,234,234,0,0
LAP09_32,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,179,179,151,151,140,140,128,128,250,250,234,234,0,0
LAP09_33,Pocillopora,S. glynnii,D1,Lap,105,105,155,155,183,183,147,147,134,134,128,128,258,258,234,234,0,0
LAP09_34,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,179,179,149,149,140,140,128,128,250,250,234,234,0,0
LAP09_35,Pocillopora,S. glynnii,D1,Lap,105,105,147,147,183,183,149,149,134,134,128,128,242,242,234,234,0,0
LAP09_61,Pocillopora,S. glynnii,D1,Lap,105,105,155,155,183,183,147,147,134,134,128,128,258,258,234,234,0,0
LAP09_62,Pocillopora,S. glynnii,D1,Lap,105,105,155,155,183,183,147,147,134,134,128,128,250,250,234,234,0,0
LAP09_63,Pocillopora,S. glynnii,D1,Lap,105,105,155,155,179,179,147,147,134,134,128,128,258,258,234,234,0,0
LAP09_64,Pocillopora,S. glynnii,D1,Lap,105,105,157,157,173,173,147,147,134,134,128,128,258,258,234,234,0,0
LAP09_65,Pocillopora,S. glynnii,D1,Lap,105,105,155,155,183,183,147,147,134,134,128,128,262,262,234,234,0,0
LAP09_69,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,181,181,147,147,134,134,128,128,242,242,234,234,0,0
LAP09_70,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,183,183,149,149,134,134,128,128,242,242,234,234,0,0
LAP09_71,Pocillopora,S. glynnii,D1,Lap,105,105,149,149,183,183,147,147,134,134,128,128,242,242,234,234,0,0
LAP09_72,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,181,181,147,147,134,134,128,128,242,242,234,234,0,0
LAP09_73,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,183,183,147,147,134,134,128,128,246,246,234,234,0,0
LAP09_74,Pocillopora,S. glynnii,D1,Lap,105,105,155,155,183,183,147,147,134,134,128,128,258,258,234,234,0,0
LAP09_76,Pocillopora,S. glynnii,D1,Lap,105,105,155,155,183,183,147,147,134,134,128,128,258,258,234,234,0,0
LAP09_77,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,181,181,147,147,134,134,128,128,242,242,234,234,0,0
LAP09_78,Pocillopora,S. glynnii,D1,Lap,105,105,157,157,173,173,147,147,134,134,128,128,258,258,234,234,0,0
LAP09_79,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,181,181,149,149,134,134,128,128,242,242,234,234,0,0
LAP09_81,Pocillopora,S. glynnii,D1,Lap,105,105,149,149,181,181,147,147,134,134,128,128,242,242,234,234,0,0
LAP09_82,Pocillopora,S. glynnii,D1,Lap,105,105,155,155,183,183,147,147,134,134,128,128,258,258,234,234,0,0
LAP09_83,Pocillopora,S. glynnii,D1,Lap,105,105,155,155,183,183,147,147,134,134,128,128,258,258,234,234,0,0
LAP09_84,Pocillopora,S. glynnii,D1,Lap,105,105,157,157,183,183,147,147,134,134,128,128,258,258,234,234,0,0
LAP09_85,Pocillopora,S. glynnii,D1,Lap,105,105,157,157,179,179,147,147,134,134,128,128,258,258,234,234,0,0
LAP09_86,Pocillopora,S. glynnii,D1,Lap,105,105,155,155,179,179,147,147,134,134,128,128,258,258,234,234,0,0
LAP09_87,Pocillopora,S. glynnii,D1,Lap,105,105,157,157,183,183,147,147,134,134,128,128,258,258,234,234,0,0
LAP09_88,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,179,179,151,151,134,134,128,128,246,246,234,234,0,0
LAP09_89,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,183,183,149,149,134,134,128,128,242,242,234,234,0,0
LAP09_90,Pocillopora,S. glynnii,D1,Lap,105,105,149,149,183,183,149,149,134,134,128,128,242,242,234,234,0,0
LAP09_91,Pocillopora,S. glynnii,D1,Lap,105,105,153,153,185,185,149,149,134,134,128,128,254,254,234,234,0,0
LAP09_92,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,179,179,151,151,140,140,128,128,246,246,234,234,0,0
LAP09_93,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,181,181,147,147,134,134,128,128,242,242,234,234,0,0
LAP09_94,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,183,183,149,149,134,134,128,128,242,242,234,234,0,0
LAP09_95,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,181,181,147,147,134,134,128,128,242,242,234,234,0,0
LAP09_96,Pocillopora,S. glynnii,D1,Lap,105,105,149,149,183,183,149,149,134,134,128,128,242,242,234,234,0,0
LAP09_97,Pocillopora,S. glynnii,D1,Lap,105,105,155,155,183,183,147,147,134,134,128,128,258,258,234,234,0,0
LAP09_98,Pocillopora,S. glynnii,D1,Lap,105,105,151,151,181,181,147,147,134,134,128,128,258,258,234,234,0,0
MC3_t0,Montipora,S. glynnii,D1-4-6,Pal,105,105,157,157,179,179,147,147,137,137,124,124,246,246,238,238,297,297
